Scientific Name,Common Name,Plant Type,URL,Soil PH,Sun/Shade Conditions,Image,Summary,Soil Moisture
Leucothoe fontanesiana ‘Greensprite’,Greensprite Drooping Leucothoe,shrub ,https://mtcubacenter.org/plants/greensprite-drooping-leucothoe/,acidic ,"filtered-shade, partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Leucothoe_fontanesiana_Greensprite_1.jpg,"A Mt. Cuba Center Plant Introduction. Greensprite drooping leucothoe is a broad-leaved evergreen whose dark green leaves are glossier than the straight species. This extra shine is made possible by a slightly undulating leaf edge which helps to capture and reflect more light than a typical flat edged leaf. ‘Greensprite’ is 3-4’ tall evergreen shrub blooms in spring with small white, urn-shaped flowers borne on drooping racemes that are somewhat obstructed by the foliage. Drooping leucothoe requires moist acid soil and does best in a sheltered location with at least filtered shade. It can be used in the shrub border, as a facer plant with taller plants, or to stabilize banks. In winter, its leaves can develop a rich burgundy color. Good companions for Leucothoe fontanesiana ‘Greensprite’ include Pachysandra procumbens, Polystichum acrostichoides, Rhododendron maximum, Erythronium americanum, Polemonium reptans, and Phlox divaricata.","average, moist, wet "
Muhlenbergia capillaris,Hair-Awn Muhly,grasssedge ,https://mtcubacenter.org/plants/hair-awn-muhly/,adaptable ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Muhlenbergia_capillaris_2.jpg,"Hair-awn muhly is a beautiful, showy native grass for both perennial border plantings and native meadow gardens. It forms a 30” sphere of wiry textured grass blades. From September to October, it bursts into pink frothy cotton candy-like blooms, making it perhaps the most ornamental native grass. This showy clump-forming grass grows in full sun to filtered shade in a wide range of soils. Hair-awn muhly is an excellent meadow or perennial border plant when grown with Schizachyrium scoparium, Andropogon virginicus, Symphyotrichum georgianum, Helianthus angustifolius, Chrysopsis mariana, Liatris microcephala, and Symphyotrichum laeve var. laeve ‘Bluebird’.","average, dry, moist "
Tradescantia hirsuticaulis,Hairy Stem Spiderwort,perennial ,https://mtcubacenter.org/plants/hairy-stem-spiderwort/,adaptable ,partial-shade ,https://mtcubacenter.org/wp-content/uploads/2016/06/Tradescantia_hirsuticaulis_2.jpg,"Adapted to the harsh conditions of drought and poor soil, hairy stem spiderwort produces robust clumps of daylily-like foliage and a profusion of blue to violet colored flowers. The emerging blue-green foliage and stems are noticeably hairy- hence its common name. From late spring to early summer the 1-1¼” wide three-petaled, triangular shaped blooms are borne in clusters at the end of 1-3’ ascending stems, open a few at a time, and last less than a day. Plants do best in part shade and well-drained soil. An ideal rock garden plant, combine with Oenothera fruiticosa, Salvia lyrata ‘Purple Knockout’ and Opuntia humifusa or use in a naturalized setting with Baptisia australis and Spigelia marilandica.",average 
Itea virginica ‘Henry’s Garnet’,Henry’s Garnet Virginia Sweetspire,shrub ,https://mtcubacenter.org/plants/henrys-garnet-virginia-sweetspire/,acidic ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Itea_virginica_Henrys_Garnet_1.jpg,"Henry’s Garnet Virginia sweetspire is a show stopper in late spring to early summer. This elegant arching, 4-6’ tall shrub produces masses of pure white finger-like flower clusters just as the summer heat builds. True to its name, Henry’s Garnet Virginia sweetspire extends interest as it ignites the autumn landscape with garnet red foliage. Though found naturally in moist to wet soils, it can tolerate dry soils as long as they are acidic and well drained. In addition, it makes an excellent shrub for massing or as a specimen in filtered shade to full sun planted with Viburnum nudum, Ilex verticillata, Magnolia virginiana, Styrax americanus, Heuchera americana, and Rhododendron canescens.","average, dry, moist, wet "
Eurybia x herveyi,Hervey’s Aster,perennial ,https://mtcubacenter.org/plants/herveys-aster/,adaptable ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Eurybia_x_herveyi_1.jpg,"A vigorous rhizomatous growth habit and large basal rosettes of green foliage make Eurybia x herveyi a good candidate for use as a groundcover. Hervey’s aster is unusual because it is a naturally occurring hybrid between Eurybia spectabilis and Eurybia macrophylla. It displays 1” wide lavender flower heads, arranged in flat-topped clusters on 1-3’ tall stems, in late summer to mid-fall. Recommended planting sites include naturalistic sunny to filtered shade settings in average loamy soil. Companions providing flower color at the same time include Solidago juncea, Doellingeria umbellata var. umbellata, Rudbeckia triloba, Scutellaria incana, Eupatorium hyssopifolium, and Coreopsis major.",average 
Collinsonia canadensis,Horse Balm,perennial ,https://mtcubacenter.org/plants/horse-balm/,adaptable ,"filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Collinsonia_canadensis_1.jpg,"Horse balm is a 2-3’ tall member of the mint family, possessing a square stem and large green, coarsely serrated aromatic leaves. It’s loosely arranged, pyramidal head of small, lemon-scented, pale yellow flowers appear in late summer. Not overly showy and primarily known for its historical use as a medicinal plant, it can provide bold texture in the garden. Horse balm performs best in moist, loamy soil in partial shade. It is most appropriate when scattered in the middle or rear of the woodland garden with companions such as Podophyllum peltatum, Arisaema triphyllum, Astilbe biternatum, Caulophyllum thalictroides, Actaea racemosa, Dryopteris goldiana, and Dryopteris intermedia.","average, moist "
Chelone lyonii ‘Hot Lips’,Hot Lips Lyon’s Turtlehead,perennial ,https://mtcubacenter.org/plants/hot-lips-lyons-turtlehead/,adaptable ,"filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Chelone_lyonii_Hot_Lips_3.jpg,"Rose-pink flowers on dense terminal spikes perk up the garden when this stunning herbaceous perennial begins to flower in late summer. Lustrous, deep green foliage adds another attractive feature during the growing season. ‘Hot Lips’ Lyon’s turtlehead thrives in rich, moist soil and light shade; however, it is remarkably tolerant of dry conditions. It grows 2-3? tall and can be pinched in May to produce a bushier plant. An excellent choice for growing in containers, it is also deer resistant as well as a butterfly host plant. To spice up your late summer garden, combine it with Heuchera americana, Polystichum acrostichoides, Solidago rugosa ‘Fireworks’, Lobelia siphilitica, and Conoclinium coelestinum.","average, moist, wet "
Penstemon digitalis ‘Husker Red’,Husker Red Foxglove Beardtongue,perennial ,https://mtcubacenter.org/plants/husker-red-foxglove-beardtongue/,adaptable ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Penstemon_digitalis_Husker_Red_1.jpg,"The maroon foliage of Penstemon digitalis ‘Husker Red’ is a wonderful color accent in the garden. This easily grown 3’ tall perennial blooms in early summer with white flowers that contrast nicely with the maroon foliage. Husker Red foxglove beardtongue tolerates heat and high humidity, is deer resistant, and attracts butterflies and hummingbirds. It is as effective in the perennial border as it is in the wildflower garden.  Penstemon digitalis ‘Husker Red’ will perform well if given average soil, good drainage, and full sun conditions. Companions for this drought tolerant gem include Hydrangea quercifolia, Fothergilla gardenii, Baptisia ‘Purple Smoke’, and Rudbeckia fulgida ‘Goldsturm’.","average, dry, moist "
Eupatorium hyssopifolium,Hyssop-Leaf Thoroughwort,perennial ,https://mtcubacenter.org/plants/hyssop-leaf-thoroughwort/,"acidic, adaptable ","full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Eupatorium_hyssopifolium_1.jpg,"Hyssop-leaf thoroughwort is attractive both in bud and flower. This underused perennial is a perfect compliment to a grassy meadow. The buds show color for a few weeks before actually opening, producing clouds of tiny white flowers from late summer into autumn. These flowers are borne on top of the 1-3’ tall stems. The very narrow leaves are whorled around the stem lending itself to a very finely textured plant. Eupatorium hyssopifolium grows in a variety of soil types but requires good drainage. It is extremely attractive blowing in the wind with grasses and perennials including Schizachyrium scoparium, Andropogon virginicus, Rudbeckia fulgida, Symphyotrichum leave, and Liatris spicata.",average 
Medeola virginiana,Indian Cucumber Root,perennial ,https://mtcubacenter.org/plants/indian-cucumber-root/,acidic ,"partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Medeola_virginiana_1.jpg,"Medeola virginiana strikes the fancy of those who like the unique or curious plant. This unusual woodland species, reaching 10-15” tall, is typically found as a single stemmed plant. From mid-May to June, Indian cucumber root may produce nodding flowers that have yellowish-green petals and brown-red stamens. The pea-sized fruit turns deep blue in the fall. On some plants the leafy bracts below the fruit turn bright red providing a delightful contrast to the fruit. Indian cucumber root prefers well-drained, organicly rich soils in part shade. It combines well with Caulophyllum thalictroides, Maianthemum racemosum, Arisaema spp. and Hexastylis shuttleworthii.",average 
Spigelia marilandica,Indian Pink,perennial ,https://mtcubacenter.org/plants/indian-pink/,adaptable ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Spigelia_marilandica_1.jpg,"Indian pink is a long-lived perennial that brings stunning color to the summer garden. Vivid red tubular flowers borne in terminal clusters open to expose a chartreuse yellow interior, reminiscent of a firecracker exploding. This perennial produces its primary display in early summer and flowers sporadically through the remainder of the growing season. It can grow to nearly 2’ tall and wide. Indian pink is an adaptable species, but does prefer neutral, well-drained soils to develop its best displays. The bright flowers attract hummingbirds and brighten the woodland edge or perennial border. Spigelia marilandica combines well with Dryopteris intermedia, Chrysogonum virginianum, Lilium superbum, and Aquilegia canadensis.","average, dry, moist "
Ilex glabra,Inkberry,shrub ,https://mtcubacenter.org/plants/inkberry/,"acidic, adaptable ","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Ilex_glabra_1.jpg,"Known for its lustrous, evergreen foliage and uniform habit when young, Ilex glabra is a quality landscape plant. Ranging from 4-6’ in height, this durable shrub prefers full sun to filtered shade and will tolerate salt and heavy, wet clay soils. Black fruit develop on female plants in autumn and feed a variety of songbirds in the winter. Inkberry performs well in the garden as a foundation plant, back of border shrub and is an excellent evergreen in seasonally wet spots. In response to pruning it will form suckering colonies. The gentle, rounded outline compliments Juniperus virginiana, Rhus typhina, Cornus sericea, Ilex verticillata, Fothergilla gardenii and Hibiscus moscheutos.","average, dry, moist, wet "
Cyrilla racemiflora,Ironwood,shrub ,https://mtcubacenter.org/plants/ironwood/,acidic ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Cyrilla_racemiflora_1-598x700.jpg,"Ironwood is a graceful, multi-stemmed and upright to spreading deciduous shrub that grows 7-15’ tall. In summer, it produces attractive fragrant 3-6” long pendent, finger-like clusters of creamy-white flowers. The leathery leaves of this species can turn brilliant red in the fall; in mild years, leaves may be nearly evergreen. Ironwood performs best in full sun to filtered shade. It prefers moist to wet acidic soils, but tolerates drought. It is an excellent shrub border candidate. Some companions include Nyssa sylvatica, Liquidambar styraciflua, Magnolia virginiana, Ilex verticillata, Ilex glabra, Zenobia pulverulenta, Clethra alnifolia, Osmundastrum cinnamomeum, and Osmunda regalis.","average, dry, moist, wet "
